,counties,index
1885,"Tarrant County, TX",1176
1886,"Tarrant County, TX",1717
1887,"Dallas County, TX",1173
1888,"Harris County, TX",590
1889,"Burleson County, TX",1728
1890,"Dallas County, TX",1168
1891,"Bexar County, TX",1172
1892,"El Paso County, TX",1731
1893,"Dallas County, TX",45
1894,"Harris County, TX",44
1895,"Starr County, TX",43
1896,"Tarrant County, TX",1650
1897,"El Paso County, TX",1138
1898,"Harris County, TX",563
1899,"Tarrant County, TX",1188
1900,"Dallas County, TX",1140
1901,"Harris County, TX",696
1902,"Dallas County, TX",1126
1903,"Harris County, TX",1148
1904,"Harris County, TX",668
1905,"Dallas County, TX",1194
1906,"Harris County, TX",1625
1907,"Walker County, TX",1123
1908,"Harris County, TX",1149
1909,"Dallas County, TX",1607
1910,"Dallas County, TX",706
1911,"Parker County, TX",1632
1912,"Harris County, TX",1141
1913,"Harris County, TX",1576
1914,"Dallas County, TX",1190
1915,"Travis County, TX",686
1916,"Tarrant County, TX",677
1917,"Salt Lake County, UT",1992
1918,"Utah County, UT",1781
1919,"Salt Lake County, UT",339
1920,"Utah County, UT",442
1921,"Salt Lake County, UT",432
1922,"Weber County, UT",1557
1923,"Davis County, UT",334
1924,"Davis County, UT",1580
1925,"Salt Lake County, UT",854
1926,"Salt Lake County, UT",1196
1927,"Utah County, UT",311
1928,"Salt Lake County, UT",989
1929,"Salt Lake County, UT",91
1930,"Salt Lake County, UT",785
1931,"Salt Lake County, UT",1202
1932,"Salt Lake County, UT",1585
1933,"Washington County, UT",593
1934,"Washington County, VT",273
1935,"Chittenden County, VT",1773
1936,"Chittenden County, VT",682
1937,"Prince William County, VA",1954
1938,NA,1805
1939,"Prince William County, VA",1989
1940,"Richmond City City (County Equiv), VA",1289
1941,"Portsmouth City City (County Equiv), VA",171
1942,"Fairfax County, VA",1353
1943,NA,1783
1944,"Fairfax County, VA",1802
1945,"Henrico County, VA",554
1946,"Fairfax City City (County Equiv), VA",951
1947,"Norfolk City City (County Equiv), VA",185
1948,"Portsmouth City City (County Equiv), VA",543
1949,"Richmond City City (County Equiv), VA",1004
1950,NA,184
1951,"Newport News City City (County Equiv), VA",1796
1952,"Richmond City City (County Equiv), VA",933
1953,"Chesapeake city, VA",709
1954,NA,1093
1955,"Prince William County, VA",1748
1956,"Virginia Beach City City (County Equiv), VA",1200
1957,"Petersburg City City (County Equiv), VA",1533
1958,"Manassas City City (County Equiv), VA",13
1959,"Halifax County, VA",5
1960,"Norfolk City City (County Equiv), VA",1131
1961,"Richmond City City (County Equiv), VA",1502
1962,"York County, VA",1637
1963,"Virginia Beach City City (County Equiv), VA",286
1964,"Newport News City City (County Equiv), VA",1899
1965,"Hampton City City (County Equiv), VA",87
1966,"Richmond City City (County Equiv), VA",1467
1967,"Prince William County, VA",127
1968,"Newport News City City (County Equiv), VA",90
1969,"Roanoke city City (County Equiv), VA",1999
1970,"Richmond City City (County Equiv), VA",2045
1971,"Norfolk City City (County Equiv), VA",53
1972,"Chesapeake city, VA",1946
1973,NA,1393
1974,"Williamsburg City City (County Equiv), VA",1400
1975,"Newport News City City (County Equiv), VA",435
1976,"Prince William County, VA",2009
1977,"Manassas City City (County Equiv), VA",2024
1978,"Prince William County, VA",1820
1979,"Alexandria city, VA",252
1980,"Virginia Beach City City (County Equiv), VA",1865
1981,"Arlington County, VA",1708
1982,"Prince William County, VA",2047
1983,"Portsmouth City City (County Equiv), VA",1921
1984,"Portsmouth City City (County Equiv), VA",250
1985,"Roanoke city City (County Equiv), VA",1712
1986,"Roanoke city City (County Equiv), VA",1984
1987,"Grant County, WA",997
1988,"King County, WA",1099
1989,"Skamania County, WA",832
1990,"Spokane County, WA",814
1991,NA,789
1992,"Spokane County, WA",767
1993,"King County, WA",1880
1994,"Pierce County, WA",1579
1995,"Clark County, WA",64
1996,"Yakima County, WA",1615
1997,"Spokane County, WA",1639
1998,"Pierce County, WA",657
1999,"Yakima County, WA",1659
2000,"Kitsap County, WA",514
2001,"Cowlitz County, WA",608
2002,"King County, WA",607
2003,"Pierce County, WA",258
2004,"Benton County, WA",48
2005,"King County, WA",1730
2006,"King County, WA",523
2007,"Snohomish County, WA",525
2008,"Snohomish County, WA",277
2009,"King County, WA",1774
2010,"King County, WA",276
2011,"Pierce County, WA",544
2012,"Yakima County, WA",36
2013,"Grant County, WA",862
2014,"Pierce County, WA",1087
2015,"Yakima County, WA",221
2016,"Spokane County, WA",305
2017,"King County, WA",168
2018,"Snohomish County, WA",199
2019,"King County, WA",1048
2020,"King County, WA",2005
2021,"King County, WA",1055
2022,"King County, WA",887
2023,"Pierce County, WA",1023
2024,"King County, WA",1020
2025,"Snohomish County, WA",424
2026,"Lewis County, WA",936
2027,"Yakima County, WA",1945
2028,"Thurston County, WA",407
2029,"Pierce County, WA",1282
2030,"King County, WA",866
2031,"Yakima County, WA",1972
2032,"Snohomish County, WA",441
2033,"Jackson County, WV",2002
2034,"Putnam County, WV",222
2035,"Kanawha County, WV",1430
2036,NA,907
2037,"Berkeley County, WV",1668
2038,"Sheboygan County, WI",561
2039,"Milwaukee County, WI",135
2040,"Fond du Lac County, WI",946
2041,"Racine County, WI",1970
2042,"Milwaukee County, WI",312
2043,"Dane County, WI",1780
2044,"Milwaukee County, WI",418
2045,"Columbia County, WI",942
2046,"Milwaukee County, WI",2055
2047,"Rock County, WI",1928
2048,"Milwaukee County, WI",2016
2049,"Marinette County, WI",535
2050,"Milwaukee County, WI",1219
2051,"Milwaukee County, WI",1066
2052,"Langlade County, WI",367
2053,"Kenosha County, WI",1985
2054,"Milwaukee County, WI",1900
2055,"Milwaukee County, WI",1412
2056,"Milwaukee County, WI",439
2057,"Milwaukee County, WI",1932
2058,"Milwaukee County, WI",715
2059,"Waukesha County, WI",62
2060,"Richland County, WI",673
2061,"Winnebago County, WI",61
2062,"Outagamie County, WI",1546
2063,"Dane County, WI",60
2064,"Lincoln County, WY",1268
2065,"Sheridan County, WY",1076
